OrderNum	EmpID 	Employee Name	Employee Job Title	Sales Region	OrderDate	OrderType	CustomerType	Customer ID	CustName	CustState	ProdCategory	ProdNumber	ProdName	Quantity	 Price 	Discount	 Order Total 
1105722	900019273	Michelle Howard	Sales Representative	Central East	3/25/2021	Retail	Individual	2623	Harriette Cuckoo	District of Columbia	Supplements	SP601	Multivitamin - 90 capsules	1	$18.44 	0%	$18.44 
1105723	900018684	Vincent Wright	Sales Associate IV	N Central East	3/25/2021	Retail	Individual	1816	Netta Gruczka	Michigan	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	1	$6.99 	0%	$6.99 
1105724	900015961	Wynona Smith	Sales Associate III	Northeast	3/25/2021	Retail	Individual	3695	Andonis Barszczewski	Connecticut	Fitness	FT434	Insulated water bottle - 24oz - Grey	2	$19.99 	0%	$39.98 
1105725	900019907	Lorrie Ellison	Sales Associate I	Southwest	3/26/2021	Wholesale	Business	3177	Romaguera Group	California	Supplements	SP120	Multivitamin - 180 capsules	199	$27.50 	7%	"$5,472.43 "
1105726	900016439	Alyssa Jackson	Sales Associate IV	Northeast	3/26/2021	Retail	Individual	1970	Gilberte Plain	Pennsylvania	Fitness	FT682	Insulated water bottle - 40oz - Green	2	$28.79 	0%	$57.58 
1105727	900017067	Christy Beedom	Senior Sales Representative	Southwest	3/26/2021	Retail	Individual	1258	Weber Tippell	California	Fitness	FT258	Resistance bands - 50 lb	1	$14.99 	0%	$14.99 
1105728	900013621	Hannah Rosenstock	Sales Associate	Southwest	3/26/2021	Retail	Individual	2507	Collete Corbitt	California	Fitness	FT485	Yoga ball - 65cm	1	$22.79 	0%	$22.79 
1105729	900012506	Lisa Sanchez	Sales Associate V	N Central East	3/26/2021	Retail	Individual	2414	Golda Leverington	Kansas	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	4	$14.99 	0%	$59.96 
1105730	900016320	Paul Turner	Sales Associate II	S Central East	3/27/2021	Wholesale	Business	1514	Stehr Group	Texas	Mineral water	MW242	Mineral Water - Peach -32oz - case	126	$20.99 	15%	"$2,644.59 "
1105731	900010428	Cory Hall	Sales Representative	N Central East	3/27/2021	Retail	Individual	1803	Haley Carff	Ohio	Supplements	SP125	Vitamin B-complex - 100 capsules	2	$13.45 	0%	$26.90 
1105732	900019856	Henry Rodriguez	Sales Associate I	Southwest	3/27/2021	Retail	Individual	1322	Shaw Cawston	California	Mineral water	MW202	Mineral Water - Natural -  32oz - case	1	$16.99 	0%	$16.99 
1105733	900013649	John Ashwin	Senior Sales Representative	Central East	3/27/2021	Retail	Individual	2907	Fairlie Patesel	West Virginia	Mineral water	MW142	Mineral Water - Peach -  20oz - case	2	$14.99 	0%	$29.98 
1105734	900018483	Kendra Morales	Senior Sales Associate	S Central East	3/27/2021	Retail	Individual	3032	Nelia Tolussi	Texas	Mineral water	MW272	Mineral Water - Cranberry - 32oz - case	5	$20.99 	0%	$104.95 
1105735	900020001	Morten Shivers	Sales Representative	S Central West	3/28/2021	Retail	Business	2941	Orn LLC	Colorado	Supplements	SP123	Magnesium 250 mg - 100 tablets	247	$22.35 	0%	"$5,520.45 "
1105736	900018213	Tony Hendricks	Senior Sales Representative	Central East	3/28/2021	Retail	Individual	3665	Bliss Cordoba	District of Columbia	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1105737	900016439	Alyssa Jackson	Sales Associate IV	Northeast	3/28/2021	Retail	Individual	2565	Cole Harriman	Pennsylvania	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	2	$14.60 	0%	$29.20 
1105738	900013621	Hannah Rosenstock	Sales Associate	Southwest	3/28/2021	Retail	Individual	1614	Filide Bolitho	California	Supplements	SP306	Vitamin C-1000 mg - 80 tablets	2	$9.49 	0%	$18.98 
1105739	900013649	John Ashwin	Senior Sales Representative	Central East	3/28/2021	Retail	Individual	2281	Cristabel Grzelak	Tennessee	Fitness	FT422	Battle rope - 1.5 inch	1	$90.55 	0%	$90.55 
1105740	900017067	Christy Beedom	Senior Sales Representative	Southwest	3/29/2021	Retail	Individual	2369	Ashlee Haversham	California	Fitness	FT853	Yoga mat - 6mm	1	$29.99 	0%	$29.99 
1105741	900010428	Cory Hall	Sales Representative	N Central East	3/29/2021	Retail	Individual	3943	Thorn Logan	Kansas	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	1	$14.99 	0%	$14.99 
1105742	900016111	Edward Loveless	Sales Associate I	N Central West	3/29/2021	Retail	Individual	2185	Karlie Esel	Montana	Mineral water	MW182	Mineral Water - Mango -  20oz - case	3	$14.99 	0%	$44.97 
1105743	900018483	Kendra Morales	Senior Sales Associate	S Central East	3/29/2021	Retail	Individual	1837	Tasia Asling	Louisiana	Mineral water	MW152	Mineral Water - Raspberry -  20oz - case	5	$14.99 	0%	$74.95 
1105744	900013410	Kristen Phillips	Sales Associate III	Southeast	3/29/2021	Retail	Individual	2614	Marcello Swaby	Georgia	Supplements	SP607	Vitamin B-complex - 200 capsules	1	$24.10 	0%	$24.10 
1105745	900012995	Brenda Johnson	Senior Sales Representative	Central East	3/30/2021	Wholesale	Business	2251	Rogahn LLC	North Carolina	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	172	$8.99 	6%	"$1,546.22 "
1105746	900012281	Logan Augur	Sales Associate I	S Central West	3/30/2021	Wholesale	Business	2971	Rippin Group	Colorado	Fitness	FT350	Kettlebell - 30 lb	42	$79.99 	14%	"$3,359.44 "
1105747	900012746	Becky Allen	Senior Sales Representative	N Central East	3/30/2021	Retail	Individual	1539	Hillier Endrizzi	Ohio	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	1	$12.49 	0%	$12.49 
1105748	900015499	Lauren Skip	Senior Sales Associate	N Central East	3/30/2021	Retail	Individual	2322	Emily McMurdo	Kansas	Supplements	SP601	Multivitamin - 90 capsules	2	$18.44 	0%	$36.88 
1105749	900015499	Lauren Skip	Senior Sales Associate	N Central East	3/30/2021	Retail	Individual	2192	Valentina Rennocks	Indiana	Supplements	SP303	Multivitamin - 120 capsules	2	$21.60 	0%	$43.20 
1105750	900010859	Nick Chen	Sales Representative	S Central East	3/30/2021	Retail	Individual	2983	Edwina Byrd	Oklahoma	Supplements	SP607	Vitamin B-complex - 200 capsules	1	$24.10 	0%	$24.10 
1105751	900016625	Marshal Alexander	Sales Representative	Southeast	3/30/2021	Retail	Individual	2749	Osmond Creane	Florida	Supplements	SP303	Multivitamin - 120 capsules	1	$21.60 	0%	$21.60 
1105752	900013621	Hannah Rosenstock	Sales Associate	Southwest	3/31/2021	Wholesale	Business	1491	Fay Group	California	Supplements	SP303	Multivitamin - 120 capsules	88	$21.60 	7%	"$1,900.73 "
1105753	900015499	Lauren Skip	Senior Sales Associate	N Central East	3/31/2021	Wholesale	Business	3863	Medhurst Group	Ohio	Mineral water	MW152	Mineral Water - Natural - 20oz - case	385	$12.99 	2%	"$5,001.13 "
1105754	900013610	Sue Nguyen	Sales Associate I	Northwest	3/31/2021	Retail	Individual	1610	Georgy Claiton	Oregon	Fitness	FT344	Insulated water bottle - 40oz - Purple	3	$28.79 	0%	$86.37 
1105755	900019273	Michelle Howard	Sales Representative	Central East	3/31/2021	Retail	Individual	1291	Correy Sandford	Virginia	Fitness	FT530	Resistance bands - 30 lb	1	$12.99 	0%	$12.99 
1105756	900010453	Sean Fetterman	Senior Sales Representative	Central East	3/31/2021	Retail	Individual	2202	Arnold Sommersett	Virginia	Fitness	FT825	Yoga block - 3 inch	2	$7.00 	0%	$14.00 
1105757	900017953	Carrie Jordan	Sales Associate I	S Central West	4/1/2021	Retail	Business	2833	Klein Inc	Arizona	Fitness	FT337	Yoga block - 4 inch	27	$9.00 	0%	$243.00 
1105758	900015696	Greg Wood	Sales Associate I	S Central West	4/1/2021	Wholesale	Business	1482	Will Inc	Colorado	Supplements	SP303	Multivitamin - 120 capsules	292	$21.60 	7%	"$6,307.13 "
1105759	900012203	Christen Barrett	Sales Associate I	S Central East	4/1/2021	Retail	Individual	2177	Alaric Eschalotte	Texas	Mineral water	MW182	Mineral Water - Mango -  20oz - case	1	$14.99 	0%	$14.99 
1105760	900011701	Susan Dixon	Sales Representative	Southeast	4/1/2021	Retail	Individual	1631	Aurore Clampe	Georgia	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	4	$20.99 	0%	$83.96 
1105761	900016625	Marshal Alexander	Sales Representative	Southeast	4/1/2021	Retail	Individual	2368	Gabie Enoch	Florida	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	2	$12.49 	0%	$24.98 
1105762	900010453	Sean Fetterman	Senior Sales Representative	Central East	4/1/2021	Retail	Individual	3041	Candie Frere	Virginia	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	1	$8.99 	0%	$8.99 
1105763	900016625	Marshal Alexander	Sales Representative	Southeast	4/2/2021	Wholesale	Business	1446	Considine Group	Florida	Fitness	FT598	Kettlebell - 15 lb	72	$49.99 	13%	"$3,599.15 "
1105764	900013610	Sue Nguyen	Sales Associate I	Northwest	4/2/2021	Retail	Individual	2020	Zsa zsa Wilshere	Oregon	Fitness	FT525	Yoga mat - 3mm	1	$21.99 	0%	$21.99 
1105765	900012203	Christen Barrett	Sales Associate I	S Central East	4/2/2021	Retail	Individual	2294	Arni Maylin	Oklahoma	Mineral water	MW132	Mineral Water - Orange -  20oz - case	3	$14.99 	0%	$44.97 
1105766	900010898	Dana Hart	Sales Associate II	Southwest	4/2/2021	Retail	Individual	3691	Dorette Welch	California	Mineral water	MW202	Mineral Water - Natural -  32oz - case	3	$16.99 	0%	$50.97 
1105767	900018712	Dru Clingman	Sales Associate II	S Central East	4/2/2021	Retail	Individual	2743	Lucina Trude	Louisiana	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	2	$12.49 	0%	$24.98 
1105768	900014621	Shantel Francis	Sales Associate II	Northeast	4/2/2021	Retail	Individual	4054	Mead Whiteley	New Jersey	Supplements	SP125	Vitamin B-complex - 100 capsules	5	$13.45 	0%	$67.25 
1105769	900016439	Alyssa Jackson	Sales Associate IV	Northeast	4/3/2021	Wholesale	Business	2164	Rice Group	New Jersey	Fitness	FT525	Yoga mat - 3mm	69	$21.99 	10%	"$1,517.21 "
1105770	900019273	Michelle Howard	Sales Representative	Central East	4/3/2021	Wholesale	Business	2236	Cummerata Inc	Virginia	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	168	$14.99 	14%	"$2,518.18 "
1105771	900018213	Tony Hendricks	Senior Sales Representative	Central East	4/3/2021	Retail	Individual	3038	Noam Mariyushkin	Kentucky	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	1	$8.99 	0%	$8.99 
1105772	900017067	Christy Beedom	Senior Sales Representative	Southwest	4/3/2021	Retail	Individual	4008	Chickie Pickover	California	Supplements	SP604	"Vitamin A 10,000 IU - 75 capsules"	1	$6.85 	0%	$6.85 
1105773	900015003	Cynthia Cash	Sales Associate III	Southeast	4/3/2021	Retail	Individual	1496	Thaddus Widdicombe	Florida	Fitness	FT439	Resistance bands - 40 lb	1	$13.99 	0%	$13.99 
1105774	900018712	Dru Clingman	Sales Associate II	S Central East	4/3/2021	Retail	Individual	3206	Elicia Scorrer	Texas	Fitness	FT870	Resistance bands - set of 5	1	$55.00 	0%	$55.00 
1105775	900015696	Greg Wood	Sales Associate I	S Central West	4/3/2021	Retail	Individual	2344	Myca Kitchinghan	Arizona	Mineral water	MW142	Mineral Water - Peach -  20oz - case	1	$14.99 	0%	$14.99 
1105776	900019856	Henry Rodriguez	Sales Associate I	Southwest	4/3/2021	Retail	Individual	1933	Drusy Fison	California	Mineral water	MW242	Mineral Water - Peach -32oz - case	4	$20.99 	0%	$83.96 
1105777	900012283	Nicole Hansen	Sales Associate	N Central East	4/3/2021	Retail	Individual	2298	Lorant Thumann	Illinois	Supplements	SP125	Vitamin B-complex - 100 capsules	1	$13.45 	0%	$13.45 
1105778	900013649	John Ashwin	Senior Sales Representative	Central East	4/3/2021	Retail	Individual	2065	Cathi Tierney	District of Columbia	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	1	$8.99 	0%	$8.99 
1105779	900013410	Kristen Phillips	Sales Associate III	Southeast	4/3/2021	Retail	Individual	2997	Carmelia Rohfsen	Florida	Fitness	FT962	Yoga mat - 4mm	2	$24.99 	0%	$49.98 
1105780	900019907	Lorrie Ellison	Sales Associate I	Southwest	4/3/2021	Retail	Individual	3562	Amerigo Garrelts	California	Mineral water	MW202	Mineral Water - Natural -  32oz - case	3	$16.99 	0%	$50.97 
1105781	900012746	Becky Allen	Senior Sales Representative	N Central East	4/4/2021	Retail	Business	2590	Homenick Inc	Iowa	Mineral water	MW272	Mineral Water - Cranberry - 32oz - case	88	$20.99 	0%	"$1,847.12 "
1105782	900016439	Alyssa Jackson	Sales Associate IV	Northeast	4/4/2021	Retail	Individual	3404	Brendan Leadston	New York	Supplements	SP202	Iron 65 mg - 80 capsules	1	$4.75 	0%	$4.75 
1105783	900012203	Christen Barrett	Sales Associate I	S Central East	4/4/2021	Retail	Individual	2138	Kiri MacTeague	Texas	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1105784	900013649	John Ashwin	Senior Sales Representative	Central East	4/4/2021	Retail	Individual	1272	Giacinta Semered	District of Columbia	Mineral water	MW182	Mineral Water - Mango -  20oz - case	1	$14.99 	0%	$14.99 
1105785	900018483	Kendra Morales	Senior Sales Associate	S Central East	4/4/2021	Retail	Individual	3657	Gerrard Formigli	Texas	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	4	$20.99 	0%	$83.96 
1105786	900019019	Tiffany Cooper	Senior Sales Associate	S Central East	4/5/2021	Retail	Individual	1928	Zonnya Machon	Arkansas	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	2	$12.49 	0%	$24.98 
1105787	900017067	Christy Beedom	Senior Sales Representative	Southwest	4/5/2021	Retail	Individual	2353	Diahann Hoult	California	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1105788	900017067	Christy Beedom	Senior Sales Representative	Southwest	4/5/2021	Retail	Individual	1305	Sal Alcock	Hawaii	Fitness	FT525	Yoga mat - 3mm	2	$21.99 	0%	$43.98 
1105789	900010836	Constantine Acosta	Senior Sales Representative	Northwest	4/5/2021	Retail	Individual	3253	Vonnie Purvey	Oregon	Mineral water	MW142	Mineral Water - Peach -  20oz - case	1	$14.99 	0%	$14.99 
1105790	900010453	Sean Fetterman	Senior Sales Representative	Central East	4/5/2021	Retail	Individual	2761	Roobbie Dermot	District of Columbia	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	2	$14.99 	0%	$29.98 
1105791	900016439	Alyssa Jackson	Sales Associate IV	Northeast	4/6/2021	Wholesale	Business	3036	Zulauf LLC	Pennsylvania	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	299	$14.99 	7%	"$4,481.94 "
1105792	900012203	Christen Barrett	Sales Associate I	S Central East	4/6/2021	Retail	Individual	1512	Anne-marie Guion	Texas	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	5	$14.99 	0%	$74.95 
1105793	900014055	Daniel Phillips	Sales Associate II	Central East	4/6/2021	Retail	Individual	3924	Ola Punch	Virginia	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1105794	900018712	Dru Clingman	Sales Associate II	S Central East	4/6/2021	Retail	Individual	2416	Rasla Greening	Texas	Supplements	SP607	Vitamin B-complex - 200 capsules	1	$24.10 	0%	$24.10 
1105795	900011079	Marla Phifer	Sales Representative	Southwest	4/6/2021	Retail	Individual	3365	Claire Crowther	California	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	2	$12.49 	0%	$24.98 
1105796	900015105	Sharla Campbell	Sales Representative	Northeast	4/6/2021	Retail	Individual	2583	Ezmeralda Gert	New York	Supplements	SP202	Iron 65 mg - 80 capsules	1	$4.75 	0%	$4.75 
1105797	900015105	Sharla Campbell	Sales Representative	Northeast	4/6/2021	Retail	Individual	2894	Giff Deevey	Pennsylvania	Fitness	FT139	Insulated water bottle - 24oz -Blue	2	$19.99 	0%	$39.98 
1105798	900014055	Daniel Phillips	Sales Associate II	Central East	4/7/2021	Wholesale	Business	3974	Streich LLC	Virginia	Mineral water	MW262	Mineral Water - Strawberry - 32oz - case	59	$20.99 	3%	"$1,238.38 "
1105799	900016439	Alyssa Jackson	Sales Associate IV	Northeast	4/7/2021	Retail	Individual	3261	Joly Strapp	New York	Fitness	FT825	Yoga block - 3 inch	1	$7.00 	0%	$7.00 
1105800	900016439	Alyssa Jackson	Sales Associate IV	Northeast	4/7/2021	Retail	Individual	3675	Reeta Deere	New York	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	2	$14.99 	0%	$29.98 
1105801	900012746	Becky Allen	Senior Sales Representative	N Central East	4/7/2021	Retail	Individual	3410	Johnathan Ramsbotham	Kansas	Supplements	SP607	Vitamin B-complex - 200 capsules	1	$24.10 	0%	$24.10 
1105802	900014055	Daniel Phillips	Sales Associate II	Central East	4/7/2021	Retail	Individual	2945	Cher Poole	Maryland	Supplements	SP201	Calcium 400 IU - 140 tablets	2	$12.99 	0%	$25.98 
1105803	900015499	Lauren Skip	Senior Sales Associate	N Central East	4/7/2021	Retail	Individual	2840	Julissa Brannan	Ohio	Fitness	FT344	Insulated water bottle - 40oz - Purple	1	$28.79 	0%	$28.79 
1105804	900019907	Lorrie Ellison	Sales Associate I	Southwest	4/7/2021	Retail	Individual	3890	Row Hebner	California	Mineral water	MW232	Mineral Water - Orange - 32oz - case	1	$20.99 	0%	$20.99 
1105805	900010859	Nick Chen	Sales Representative	S Central East	4/7/2021	Retail	Individual	3589	Garland Agius	Texas	Mineral water	MW202	Mineral Water - Natural -  32oz - case	3	$16.99 	0%	$50.97 
1105806	900017953	Carrie Jordan	Sales Associate I	S Central West	4/8/2021	Wholesale	Business	2240	Sawayn Inc	Arizona	Fitness	FT139	Slam ball - 25 lb	20	$55.95 	1%	"$1,118.99 "
1105807	900016111	Edward Loveless	Sales Associate I	N Central West	4/8/2021	Retail	Individual	1510	Halley Brisley	Nebraska	Mineral water	MW242	Mineral Water - Peach -32oz - case	3	$20.99 	0%	$62.97 
1105808	900018483	Kendra Morales	Senior Sales Associate	S Central East	4/8/2021	Retail	Individual	3732	Tiphany Applewhaite	Texas	Mineral water	MW242	Mineral Water - Peach -32oz - case	6	$20.99 	0%	$125.94 
1105809	900016111	Edward Loveless	Sales Associate I	N Central West	4/9/2021	Retail	Individual	3544	Chaunce Pardi	South Dakota	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	2	$8.99 	0%	$17.98 
1105810	900010428	Cory Hall	Sales Representative	N Central East	4/10/2021	Wholesale	Business	2317	The Landon Hotel	Ohio	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	158	$14.99 	11%	"$2,368.31 "
1105811	900013410	Kristen Phillips	Sales Associate III	Southeast	4/10/2021	Wholesale	Business	3700	Collier Inc	Florida	Mineral water	MW132	Mineral Water - Orange -  20oz - case	130	$14.99 	4%	"$1,948.66 "
1105812	900019273	Michelle Howard	Sales Representative	Central East	4/10/2021	Wholesale	Business	2898	Kirlin Inc	Virginia	Mineral water	MW202	Mineral Water - Natural -  32oz - case	340	$16.99 	11%	"$5,776.49 "
1105813	900012203	Christen Barrett	Sales Associate I	S Central East	4/10/2021	Retail	Individual	1818	Georgianna Chansonnau	Texas	Supplements	SP305	Magnesium 250 mg - 160 tablets	2	$32.65 	0%	$65.30 
1105814	900013621	Hannah Rosenstock	Sales Associate	Southwest	4/10/2021	Retail	Individual	3676	Bastien Di Boldi	California	Supplements	SP601	Multivitamin - 90 capsules	1	$18.44 	0%	$18.44 
1105815	900015499	Lauren Skip	Senior Sales Associate	N Central East	4/10/2021	Retail	Individual	2405	Trista Orsman	Indiana	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	2	$6.99 	0%	$13.98 
1105816	900017067	Christy Beedom	Senior Sales Representative	Southwest	4/11/2021	Retail	Individual	2176	Wat Giacubo	Nevada	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	1	$14.60 	0%	$14.60 
1105817	900010898	Dana Hart	Sales Associate II	Southwest	4/11/2021	Retail	Individual	3259	Laney Creagh	California	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1105818	900013621	Hannah Rosenstock	Sales Associate	Southwest	4/11/2021	Retail	Individual	2394	Haleigh Coulter	California	Fitness	FT976	Insulated water bottle - 24oz - Green	2	$19.99 	0%	$39.98 
1105819	900019907	Lorrie Ellison	Sales Associate I	Southwest	4/11/2021	Retail	Individual	4036	Gavan Mackie	California	Fitness	FT258	Resistance bands - 50 lb	1	$14.99 	0%	$14.99 
1105820	900019273	Michelle Howard	Sales Representative	Central East	4/11/2021	Retail	Individual	3428	Ibby Romer	Delaware	Fitness	FT577	Slam ball - 10 lb	1	$46.95 	0%	$46.95 
1105821	900010859	Nick Chen	Sales Representative	S Central East	4/11/2021	Retail	Individual	1912	Druci Olphert	Texas	Fitness	FT467	Yoga ball - 45cm	1	$17.99 	0%	$17.99 
1105822	900012349	Steve Gordon	Sales Associate I	Southeast	4/12/2021	Retail	Individual	3289	Danice Bannell	Florida	Mineral water	MW132	Mineral Water - Orange -  20oz - case	1	$14.99 	0%	$14.99 
1105823	900010428	Cory Hall	Sales Representative	N Central East	4/12/2021	Retail	Individual	2142	Milli Mulcaster	Ohio	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	2	$14.99 	0%	$29.98 
1105824	900010898	Dana Hart	Sales Associate II	Southwest	4/12/2021	Retail	Individual	2225	Cordie Roseby	California	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	3	$20.99 	0%	$62.97 
1105825	900013410	Kristen Phillips	Sales Associate III	Southeast	4/12/2021	Retail	Individual	3527	Idalia Stanlick	Georgia	Mineral water	MW282	Mineral Water - Mango - 32oz - case	4	$20.99 	0%	$83.96 
1105826	900015499	Lauren Skip	Senior Sales Associate	N Central East	4/12/2021	Retail	Individual	2153	Tedman Stockings	Michigan	Supplements	SP601	Multivitamin - 90 capsules	1	$18.44 	0%	$18.44 
1105827	900012506	Lisa Sanchez	Sales Associate V	N Central East	4/12/2021	Retail	Individual	4034	Fonzie Casero	Illinois	Supplements	SP203	Vitamin B-complex - 160 capsules	3	$19.52 	0%	$58.56 
1105828	900019907	Lorrie Ellison	Sales Associate I	Southwest	4/12/2021	Retail	Individual	2978	Care Espinas	California	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	2	$6.99 	0%	$13.98 
1105829	900019273	Michelle Howard	Sales Representative	Central East	4/12/2021	Retail	Individual	1146	Mathe Methley	District of Columbia	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1105830	900019334	Mitch White	Sales Associate I	Southeast	4/12/2021	Retail	Individual	3640	Maury Tarr	Florida	Supplements	SP201	Calcium 400 IU - 140 tablets	1	$12.99 	0%	$12.99 
1105831	900016320	Paul Turner	Sales Associate II	S Central East	4/12/2021	Retail	Individual	1620	Dulsea Hothersall	Oklahoma	Fitness	FT344	Insulated water bottle - 40oz - Purple	1	$28.79 	0%	$28.79 
1105832	900017953	Carrie Jordan	Sales Associate I	S Central West	4/13/2021	Retail	Business	3573	Kassulke Group	Colorado	Fitness	FT962	Yoga mat - 4mm	100	$24.99 	0%	"$2,499.00 "
1105833	900019273	Michelle Howard	Sales Representative	Central East	4/13/2021	Retail	Individual	1127	Gardener Tolomio	Kentucky	Fitness	FT525	Yoga mat - 3mm	1	$21.99 	0%	$21.99 
1105834	900010859	Nick Chen	Sales Representative	S Central East	4/13/2021	Retail	Individual	1343	Marielle Gasquoine	Texas	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	1	$14.99 	0%	$14.99 
1105835	900013649	John Ashwin	Senior Sales Representative	Central East	4/14/2021	Retail	Individual	1178	Herbie Ottawell	Delaware	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	2	$14.99 	0%	$29.98 
1105836	900012281	Logan Augur	Sales Associate I	S Central West	4/14/2021	Retail	Individual	1332	Debor Orhrt	Colorado	Mineral water	MW202	Mineral Water - Natural -  32oz - case	4	$16.99 	0%	$67.96 
1105837	900015961	Wynona Smith	Sales Associate III	Northeast	4/14/2021	Retail	Individual	3193	Kaleb Jones	New York	Supplements	SP607	Vitamin B-complex - 200 capsules	1	$24.10 	0%	$24.10 
1105838	900018483	Kendra Morales	Senior Sales Associate	S Central East	4/15/2021	Wholesale	Business	1541	Kohler Inc	Texas	Fitness	FT280	Slam ball - 5 lb	50	$43.95 	10%	"$2,197.40 "
1105839	900013621	Hannah Rosenstock	Sales Associate	Southwest	4/15/2021	Retail	Individual	2023	Pearl Rollason	California	Supplements	SP607	Vitamin B-complex - 200 capsules	1	$24.10 	0%	$24.10 
1105840	900013649	John Ashwin	Senior Sales Representative	Central East	4/15/2021	Retail	Individual	1668	Joline Rapper	Virginia	Supplements	SP607	Vitamin B-complex - 200 capsules	2	$24.10 	0%	$48.20 
1105841	900016415	Marsha Green	Sales Representative	Northwest	4/15/2021	Retail	Individual	2692	Susie Raffels	Oregon	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	1	$12.49 	0%	$12.49 
1105842	900017067	Christy Beedom	Senior Sales Representative	Southwest	4/16/2021	Wholesale	Business	2389	Jakubowski Inc	Nevada	Mineral water	MW262	Mineral Water - Strawberry - 32oz - case	66	$20.99 	9%	"$1,385.25 "
1105843	900015105	Sharla Campbell	Sales Representative	Northeast	11/1/2021	Retail	Individual	2532	Toinette Plitz	Massachusetts	Fitness	FT350	Kettlebell - 30 lb	2	$79.99 	0%	$159.98 
1105844	900014621	Shantel Francis	Sales Associate II	Northeast	4/16/2021	Wholesale	Business	4101	Ratke Group	New York	Supplements	SP120	Multivitamin - 180 capsules	210	$27.50 	1%	"$5,774.99 "
1105845	900010428	Cory Hall	Sales Representative	N Central East	4/16/2021	Retail	Individual	3216	Jerrome Dowling	Michigan	Fitness	FT797	Yoga ball - 75cm 	1	$24.79 	0%	$24.79 
1105846	900015003	Cynthia Cash	Sales Associate III	Southeast	4/16/2021	Retail	Individual	1660	Hadleigh Skyner	Florida	Mineral water	MW242	Mineral Water - Peach -32oz - case	1	$20.99 	0%	$20.99 
1105847	900013410	Kristen Phillips	Sales Associate III	Southeast	4/16/2021	Retail	Individual	3274	Cyndia Gunny	Florida	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	4	$14.99 	0%	$59.96 
1105848	900015105	Sharla Campbell	Sales Representative	Northeast	4/16/2021	Retail	Individual	3748	Else Stanyforth	Pennsylvania	Supplements	SP604	"Vitamin A 10,000 IU - 75 capsules"	1	$6.85 	0%	$6.85 
1105849	900012995	Brenda Johnson	Senior Sales Representative	Central East	4/17/2021	Wholesale	Business	2343	Ondricka LLC	Tennessee	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	156	$8.99 	14%	"$1,402.30 "
1105850	900019019	Tiffany Cooper	Senior Sales Associate	S Central East	11/1/2021	Wholesale	Business	2651	Fadel Inc	Oklahoma	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	169	$14.99 	7%	"$2,533.24 "
1105851	900010898	Dana Hart	Sales Associate II	Southwest	4/17/2021	Wholesale	Business	1860	Doyle Inc	Nevada	Supplements	SP123	Magnesium 250 mg - 100 tablets	194	$22.35 	4%	"$4,335.86 "
1105852	900013610	Sue Nguyen	Sales Associate I	Northwest	4/17/2021	Retail	Individual	1494	Dniren Choudhury	Washington	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	2	$8.99 	0%	$17.98 
